"Player";"Short Name";"Player ID";"Birthdate";"Team";"Team ID";"Competition";"Competition ID";"Season";"Season ID";"Position Group";"Minutes";"Minutes BIP";"Minutes TIP";"Minutes OTIP";"Count Performances (Physical Check passed)";"Count Performances (Physical Check failed)";"Distance";"M/min";"Running Distance";"HSR Distance";"HSR Count";"Sprint Distance";"Sprint Count";"HI Distance";"HI Count";"PSV-99";"TOP 5 PSV-99";"Medium Acceleration Count";"High Acceleration Count";"Medium Deceleration Count";"High Deceleration Count";"Explosive Acceleration to HSR Count";"TOP 3 Time to HSR";"TOP 3 Time to HSR post-COD";"Explosive Acceleration to Sprint Count";"TOP 3 Time to Sprint";"TOP 3 Time to Sprint post-COD";"Change of Direction Count";"TOP 3 Time to 505 around 90";"TOP 3 Time to 505 around 180";"Distance P90";"M/min P90";"Running Distance P90";"HSR Distance P90";"HSR Count P90";"Sprint Distance P90";"Sprint Count P90";"HI Distance P90";"HI Count P90";"Medium Acceleration Count P90";"High Acceleration Count P90";"Medium Deceleration Count P90";"High Deceleration Count P90";"Explosive Acceleration to HSR Count P90";"Explosive Acceleration to Sprint Count P90";"Change of Direction Count P90";"Distance P60BIP";"M/min BIP P60BIP";"Running Distance P60BIP";"HSR Distance P60BIP";"HSR Count P60BIP";"Sprint Distance P60BIP";"Sprint Count P60BIP";"HI Distance BIP P60BIP";"HI Count BIP P60BIP";"Medium Acceleration Count P60BIP";"High Acceleration Count P60BIP";"Medium Deceleration Count P60BIP";"High Deceleration Count P60BIP";"Distance TIP";"M/min TIP";"Running Distance TIP";"HSR Distance TIP";"HSR Count TIP";"Sprint Distance TIP";"Sprint Count TIP";"HI Distance TIP";"HI Count TIP";"Medium Acceleration Count TIP";"High Acceleration Count TIP";"Medium Deceleration Count TIP";"High Deceleration Count TIP";"Explosive Acceleration to HSR Count TIP";"Explosive Acceleration to Sprint Count TIP";"Change of Direction Count TIP";"Distance OTIP";"M/min OTIP";"Running Distance OTIP";"HSR Distance OTIP";"HSR Count OTIP";"Sprint Distance OTIP";"Sprint Count OTIP";"HI Distance OTIP";"HI Count OTIP";"Medium Acceleration Count OTIP";"High Acceleration Count OTIP";"Medium Deceleration Count OTIP";"High Deceleration Count OTIP";"Explosive Acceleration to HSR Count OTIP";"Explosive Acceleration to Sprint Count OTIP";"Change of Direction Count OTIP";"Distance TIP P30TIP";"M/min TIP P30TIP";"Running Distance TIP P30TIP";"HSR Distance TIP P30TIP";"HSR Count TIP P30TIP";"Sprint Distance TIP P30TIP";"Sprint Count TIP P30TIP";"HI Distance TIP P30TIP";"HI Count TIP P30TIP";"Medium Acceleration Count TIP P30TIP";"High Acceleration Count TIP P30TIP";"Medium Deceleration Count TIP P30TIP";"High Deceleration Count TIP P30TIP";"Explosive Acceleration to HSR Count TIP P30TIP";"Explosive Acceleration to Sprint Count TIP P30TIP";"Change of Direction Count TIP P30TIP";"Distance OTIP P30OTIP";"M/min OTIP P30OTIP";"Running Distance OTIP P30OTIP";"HSR Distance OTIP P30OTIP";"HSR Count OTIP P30OTIP";"Sprint Distance OTIP P30OTIP";"Sprint Count OTIP P30OTIP";"HI Distance OTIP P30OTIP";"HI Count OTIP P30OTIP";"Medium Acceleration Count OTIP P30OTIP";"High Acceleration Count OTIP P30OTIP";"Medium Deceleration Count OTIP P30OTIP";"High Deceleration Count OTIP P30OTIP";"Explosive Acceleration to HSR Count OTIP P30OTIP";"Explosive Acceleration to Sprint Count OTIP P30OTIP";"Change of Direction Count OTIP P30OTIP";"Explosive Acceleration to Sprint Count P60BIP";"Explosive Acceleration to HSR Count P60BIP";"Change of Direction Count P60BIP"
"Abdellah Zoubir";"A. Zoubir";"105";"1991-12-05";"Qarabağ FK";"411";"AZE - Premyer Liqa";"592";"2025/2026";"129";"Midfield";"67,32";"35,15";"22,47";"12,68";"6";"0";"8488,67";"126,09";"1524,83";"642,67";"54,33";"143,17";"9,0";"785,83";"63,33";"27,5";"27,62";"88,67";"3,33";"72,17";"12,83";"1,83";"0,88";"1,08";"0,17";"null";"null";"41,67";"2,04";"3,11";"11348,11";"126,09";"2038,48";"859,15";"72,64";"191,39";"12,03";"1050,54";"84,67";"118,53";"4,46";"96,48";"17,16";"2,45";"0,22";"55,7";"10102,42";"168,37";"2299,57";"998,29";"83,07";"224,75";"12,52";"1223,04";"95,59";"111,52";"4,27";"82,22";"11,1";"3703,33";"164,8";"800,0";"375,0";"31,67";"99,17";"5,67";"474,17";"37,33";"42,83";"1,5";"32,5";"2,83";"0,83";"0,0";"23,83";"2215,0";"174,72";"547,17";"209,83";"17,0";"32,5";"1,67";"242,33";"18,67";"22,5";"1,0";"15,67";"3,67";"0,17";"0,0";"15,0";"4943,88";"164,8";"1067,99";"500,62";"42,27";"132,39";"7,56";"633,0";"49,84";"57,18";"2,0";"43,39";"3,78";"1,11";"0,0";"31,82";"5241,45";"174,72";"1294,79";"496,54";"40,23";"76,91";"3,94";"573,44";"44,17";"53,24";"2,37";"37,07";"8,68";"0,39";"0,0";"35,5";"0,0";"1,71";"66,29"
"Abdellah Zoubir";"A. Zoubir";"105";"1991-12-05";"Qarabağ FK";"411";"AZE - Premyer Liqa";"592";"2025/2026";"129";"Wide Attacker";"84,15";"43,18";"27,33";"15,85";"15";"0";"10064,2";"119,6";"1644,27";"714,4";"67,2";"247,73";"14,07";"962,13";"81,27";"28,79";"30,04";"108,4";"8,07";"88,93";"17,47";"6,13";"0,62";"0,65";"2,53";"1,29";"1,43";"49,33";"1,83";"2,75";"10764,28";"119,6";"1758,64";"764,09";"71,87";"264,97";"15,05";"1029,06";"86,92";"115,94";"8,63";"95,12";"18,68";"6,56";"2,71";"52,77";"9535,61";"158,93";"2004,79";"908,73";"83,66";"309,15";"16,77";"1217,88";"100,42";"109,5";"7,97";"77,54";"14,17";"4159,13";"152,2";"832,13";"366,4";"34,53";"136,8";"7,0";"503,2";"41,53";"51,93";"3,73";"36,53";"4,73";"2,87";"1,13";"26,53";"2702,8";"170,52";"610,53";"287,53";"25,67";"85,67";"5,07";"373,2";"30,73";"26,87";"2,0";"19,27";"5,47";"1,2";"0,53";"18,4";"4566,02";"152,2";"913,54";"402,24";"37,91";"150,18";"7,68";"552,43";"45,6";"57,01";"4,1";"40,11";"5,2";"3,15";"1,24";"29,13";"5115,71";"170,52";"1155,58";"544,23";"48,58";"162,15";"9,59";"706,37";"58,17";"50,85";"3,79";"36,47";"10,35";"2,27";"1,01";"34,83";"2,32";"5,65";"62,44"
"Adem Ljajić";"A. Ljajić";"222";"1991-09-29";"FK Sarajevo";"576";"BIH - Premier League";"408";"2025/2026";"129";"Center Forward";"90,93";"43,95";"24,68";"19,27";"4";"0";"9783,75";"107,6";"1458,75";"612,5";"47,25";"88,25";"5,25";"700,75";"52,5";"26,35";"26,35";"103,25";"5,25";"86,75";"11,75";"3,75";"0,96";"null";"0,25";"null";"null";"36,5";"2,0";"3,06";"9683,77";"107,6";"1443,84";"606,24";"46,77";"87,35";"5,2";"693,59";"51,96";"102,19";"5,2";"85,86";"11,63";"3,71";"0,25";"36,13";"8701,71";"145,03";"1721,84";"773,72";"56,66";"115,36";"5,46";"889,08";"62,12";"100,0";"6,14";"75,09";"10,58";"3479,5";"140,97";"672,25";"342,5";"24,75";"66,0";"2,5";"408,5";"27,25";"44,25";"2,5";"30,25";"4,5";"0,75";"0,25";"16,75";"2894,5";"150,23";"589,0";"224,25";"16,75";"18,5";"1,5";"242,75";"18,25";"29,0";"2,0";"24,75";"3,25";"1,5";"0,0";"16,5";"4228,97";"140,97";"817,05";"416,27";"30,08";"80,22";"3,04";"496,49";"33,12";"53,78";"3,04";"36,77";"5,47";"0,91";"0,3";"20,36";"4507,01";"150,23";"917,13";"349,18";"26,08";"28,81";"2,34";"377,98";"28,42";"45,16";"3,11";"38,54";"5,06";"2,34";"0,0";"25,69";"0,34";"3,07";"45,39"
"Adem Ljajić";"A. Ljajić";"222";"1991-09-29";"FK Sarajevo";"576";"BIH - Premier League";"408";"2025/2026";"129";"Midfield";"84,26";"41,98";"24,35";"17,63";"13";"0";"8956,85";"106,3";"1327,77";"549,23";"42,92";"111,77";"5,77";"661,0";"48,69";"27,0";"27,82";"87,77";"3,38";"75,62";"10,08";"1,92";"0,83";"0,85";"0,08";"null";"null";"29,54";"1,96";"2,87";"9567,27";"106,3";"1418,26";"586,66";"45,85";"119,39";"6,16";"706,05";"52,01";"93,75";"3,62";"80,77";"10,76";"2,05";"0,08";"31,55";"8431,45";"140,52";"1659,04";"710,5";"54,1";"141,4";"6,16";"851,9";"60,25";"88,4";"2,97";"70,26";"8,8";"3336,85";"137,06";"643,31";"286,0";"21,92";"62,85";"2,54";"348,85";"24,46";"37,38";"1,54";"28,31";"3,15";"0,92";"0,0";"14,0";"2561,92";"145,31";"517,38";"211,08";"15,92";"36,08";"1,77";"247,15";"17,69";"24,46";"0,54";"20,85";"3,0";"0,46";"0,0";"13,15";"4111,75";"137,06";"792,7";"352,42";"27,01";"77,44";"3,13";"429,86";"30,14";"46,07";"1,9";"34,88";"3,89";"1,14";"0,0";"17,25";"4359,29";"145,31";"880,37";"359,16";"27,09";"61,39";"3,01";"420,55";"30,1";"41,62";"0,92";"35,47";"5,1";"0,79";"0,0";"22,38";"0,0";"1,98";"38,81"
"Aldin Turkes";"A. Turkes";"395";"1996-04-22";"FK Sarajevo";"576";"BIH - Premier League";"408";"2025/2026";"129";"Center Forward";"51,9";"25,26";"14,91";"10,35";"4";"0";"5444,0";"104,89";"749,0";"344,5";"29,75";"84,25";"4,5";"428,75";"34,25";"27,27";"27,27";"56,25";"3,0";"49,5";"8,0";"0,5";"null";"null";"0,0";"null";"null";"17,25";"2,37";"null";"9439,7";"104,89";"1298,74";"597,35";"51,59";"146,09";"7,8";"743,44";"59,39";"97,54";"5,2";"85,83";"13,87";"0,87";"0,0";"29,91";"8467,69";"141,13";"1577,63";"750,52";"62,35";"172,19";"8,31";"922,71";"70,66";"89,06";"5,34";"70,66";"13,66";"1978,25";"132,66";"329,0";"126,5";"10,0";"29,75";"1,0";"156,25";"11,0";"22,0";"1,0";"18,0";"2,0";"0,0";"0,0";"7,75";"1587,0";"153,33";"335,25";"189,5";"16,25";"42,75";"2,5";"232,25";"18,75";"15,5";"1,25";"11,75";"3,75";"0,25";"0,0";"8,0";"3979,72";"132,66";"661,86";"254,48";"20,12";"59,85";"2,01";"314,33";"22,13";"44,26";"2,01";"36,21";"4,02";"0,0";"0,0";"15,59";"4600,0";"153,33";"971,74";"549,28";"47,1";"123,91";"7,25";"673,19";"54,35";"44,93";"3,62";"34,06";"10,87";"0,72";"0,0";"23,19";"0,0";"0,59";"37,41"
"Alessio da Cruz";"Alessio Da Cruz";"478";"1997-01-18";"Anorthosis Famagusta FC";"557";"CYP - 1. Division";"223";"2025/2026";"129";"Center Forward";"96,33";"49,76";"24,42";"25,34";"3";"0";"10454,33";"108,52";"1342,0";"537,33";"57,67";"172,33";"11,33";"709,67";"69,0";"27,97";"27,97";"107,33";"6,33";"87,67";"16,0";"2,33";"null";"null";"0,67";"null";"null";"48,0";"2,19";"null";"9767,02";"108,52";"1253,77";"502,01";"53,88";"161,0";"10,59";"663,01";"64,46";"100,28";"5,92";"81,9";"14,95";"2,18";"0,62";"44,84";"8526,49";"142,11";"1459,13";"602,95";"62,3";"197,77";"11,66";"800,71";"73,96";"88,43";"4,82";"64,31";"10,05";"3612,67";"147,96";"644,67";"283,33";"29,67";"122,33";"6,67";"405,67";"36,33";"40,33";"2,0";"25,33";"4,33";"1,0";"0,33";"22,33";"3458,0";"136,47";"565,33";"216,67";"22,0";"41,67";"3,0";"258,33";"25,0";"33,0";"2,0";"28,0";"4,0";"0,67";"0,0";"20,67";"4438,77";"147,96";"792,08";"348,12";"36,45";"150,31";"8,19";"498,43";"44,64";"49,56";"2,46";"31,13";"5,32";"1,23";"0,41";"27,44";"4094,1";"136,47";"669,33";"256,52";"26,05";"49,33";"3,55";"305,85";"29,6";"39,07";"2,37";"33,15";"4,74";"0,79";"0,0";"24,47";"0,4";"2,01";"51,85"
"Aleksandar Dragović";"A. Dragović";"528";"1991-03-06";"Austria Wien";"356";"AUT - Bundesliga";"88";"2025/2026";"129";"Central Defender";"94,09";"47,68";"22,8";"24,88";"28";"0";"9518,04";"101,15";"1065,04";"306,57";"29,39";"85,36";"4,93";"391,93";"34,32";"28,24";"30,34";"97,14";"4,46";"74,96";"12,21";"2,61";"0,67";"0,82";"0,39";"1,76";"1,89";"18,75";"2,12";"2,87";"9103,9";"101,15";"1018,7";"293,23";"28,11";"81,64";"4,71";"374,88";"32,83";"92,92";"4,27";"71,7";"11,68";"2,49";"0,38";"17,93";"8056,77";"134,28";"1131,72";"339,8";"32,09";"99,5";"4,45";"439,3";"36,54";"85,25";"4,0";"60,58";"8,18";"2841,96";"124,62";"312,43";"68,64";"6,79";"18,29";"0,89";"86,93";"7,68";"25,04";"1,29";"19,07";"2,32";"0,29";"0,0";"4,29";"3560,61";"143,13";"586,93";"201,39";"18,71";"60,79";"2,64";"262,18";"21,36";"42,71";"1,89";"29,07";"4,18";"1,18";"0,18";"12,36";"3738,65";"124,62";"411,0";"90,3";"8,93";"24,06";"1,17";"114,36";"10,1";"32,93";"1,69";"25,09";"3,05";"0,38";"0,0";"5,64";"4293,99";"143,13";"707,82";"242,87";"22,57";"73,31";"3,19";"316,18";"25,76";"51,51";"2,28";"35,06";"5,04";"1,42";"0,22";"14,9";"0,22";"1,84";"20,94"
"Alexis De Sart";"A. De Sart";"576";"1996-11-12";"RFC de Liège";"3823";"BEL - 1B Pro League";"119";"2025/2026";"129";"Midfield";"76,44";"43,25";"19,4";"23,85";"16";"5";"8863,25";"115,95";"1390,94";"407,25";"35,12";"55,56";"4,0";"462,81";"39,12";"26,19";"27,96";"85,75";"2,75";"74,5";"6,62";"1,56";"0,67";"0,73";"0,56";"1,48";"1,81";"28,94";"1,96";"2,91";"10435,45";"115,95";"1637,67";"479,49";"41,36";"65,42";"4,71";"544,91";"46,07";"100,96";"3,24";"87,72";"7,8";"1,84";"0,66";"34,07";"9188,5";"153,14";"1822,02";"553,7";"45,87";"73,87";"4,51";"627,57";"50,38";"90,78";"1,91";"72,66";"5,98";"2736,31";"141,04";"450,5";"124,5";"11,44";"28,56";"1,44";"153,06";"12,88";"23,0";"0,5";"18,31";"1,75";"0,25";"0,12";"7,81";"3887,06";"162,99";"862,88";"274,62";"21,62";"24,69";"1,81";"299,31";"23,44";"42,44";"0,88";"34,06";"2,56";"0,31";"0,06";"19,38";"4231,18";"141,04";"696,61";"192,52";"17,69";"44,17";"2,22";"236,68";"19,91";"35,57";"0,77";"28,32";"2,71";"0,39";"0,19";"12,08";"4889,6";"162,99";"1085,42";"345,46";"27,2";"31,05";"2,28";"376,51";"29,48";"53,38";"1,1";"42,85";"3,22";"0,39";"0,08";"24,37";"0,26";"0,78";"37,72"
"Aloïs Confais";"A. Confais";"624";"1996-09-07";"Ethnikos Achnas FC";"3258";"CYP - 1. Division";"223";"2025/2026";"129";"Midfield";"96,8";"48,36";"24,1";"24,26";"28";"0";"11603,25";"119,86";"1848,68";"570,25";"53,36";"129,86";"7,82";"700,11";"61,18";"27,88";"29,96";"112,96";"4,11";"99,96";"11,39";"2,39";"0,59";"0,72";"0,71";"1,31";"1,39";"50,82";"1,94";"2,51";"10787,61";"119,86";"1718,73";"530,17";"49,61";"120,73";"7,27";"650,89";"56,88";"105,02";"3,82";"92,94";"10,59";"2,22";"0,66";"47,25";"9990,07";"166,5";"2079,31";"661,04";"60,27";"152,4";"8,2";"813,43";"68,47";"100,06";"3,37";"76,93";"8,69";"3945,57";"163,74";"757,5";"195,43";"17,79";"34,68";"1,89";"230,11";"19,68";"35,5";"1,32";"28,04";"2,5";"0,39";"0,0";"18,93";"4105,75";"169,24";"918,29";"337,32";"30,79";"88,14";"4,71";"425,46";"35,5";"45,14";"1,39";"33,96";"4,5";"0,89";"0,25";"28,21";"4912,35";"163,74";"943,11";"243,31";"22,14";"43,18";"2,36";"286,49";"24,5";"44,2";"1,65";"34,91";"3,11";"0,49";"0,0";"23,57";"5077,16";"169,24";"1135,55";"417,13";"38,07";"109,0";"5,83";"526,13";"43,9";"55,82";"1,72";"42,0";"5,56";"1,1";"0,31";"34,89";"0,31";"1,6";"58,49"
"Anderson Correia de Barros";"Anderson Correia";"696";"1991-05-06";"Aris FC Limassol";"2556";"CYP - 1. Division";"223";"2025/2026";"129";"Full Back";"94,21";"45,8";"24,49";"21,31";"32";"0";"9818,88";"104,23";"1256,56";"532,66";"51,97";"208,38";"10,91";"741,03";"62,88";"29,89";"32,12";"97,5";"6,66";"78,78";"16,06";"5,28";"0,66";"0,68";"2,34";"1,32";"1,52";"30,56";"1,96";"2,55";"9380,47";"104,23";"1200,46";"508,87";"49,65";"199,07";"10,42";"707,94";"60,07";"93,15";"6,36";"75,26";"15,35";"5,05";"2,24";"29,2";"8330,51";"138,84";"1408,49";"636,76";"61,74";"251,81";"12,45";"888,57";"74,18";"91,46";"5,81";"62,31";"11,71";"3253,31";"132,86";"512,12";"212,66";"21,22";"90,59";"4,41";"303,25";"25,62";"31,34";"2,34";"22,59";"4,19";"1,66";"0,59";"10,81";"3105,72";"145,71";"563,03";"273,41";"25,91";"101,62";"5,09";"375,03";"31,0";"38,47";"2,09";"24,97";"4,75";"1,53";"0,81";"17,09";"3985,85";"132,86";"627,44";"260,54";"26,0";"110,99";"5,4";"371,53";"31,39";"38,4";"2,87";"27,68";"5,13";"2,03";"0,73";"13,25";"4371,37";"145,71";"792,48";"384,83";"36,46";"143,04";"7,17";"527,86";"43,63";"54,15";"2,95";"35,14";"6,69";"2,16";"1,14";"24,06";"1,84";"4,18";"36,56"
