"Player";"Short Name";"Player ID";"Birthdate";"Team";"Team ID";"Competition";"Competition ID";"Season";"Season ID";"Position Group";"Minutes";"Minutes BIP";"Minutes TIP";"Minutes OTIP";"Count Performances (Physical Check passed)";"Count Performances (Physical Check failed)";"Distance";"M/min";"Running Distance";"HSR Distance";"HSR Count";"Sprint Distance";"Sprint Count";"HI Distance";"HI Count";"PSV-99";"TOP 5 PSV-99";"Peak Velocity";"TOP 3 Peak Velocity";"Medium Acceleration Count";"High Acceleration Count";"Medium Deceleration Count";"High Deceleration Count";"Explosive Acceleration to HSR Count";"TOP 3 Time to HSR";"TOP 3 Time to HSR post-COD";"Explosive Acceleration to Sprint Count";"TOP 3 Time to Sprint";"TOP 3 Time to Sprint post-COD";"Change of Direction Count";"TOP 3 Time to 505 around 90";"TOP 3 Time to 505 around 180";"Distance P90";"M/min P90";"Running Distance P90";"HSR Distance P90";"HSR Count P90";"Sprint Distance P90";"Sprint Count P90";"HI Distance P90";"HI Count P90";"Medium Acceleration Count P90";"High Acceleration Count P90";"Medium Deceleration Count P90";"High Deceleration Count P90";"Explosive Acceleration to HSR Count P90";"Explosive Acceleration to Sprint Count P90";"Change of Direction Count P90";"Distance P60BIP";"M/min BIP P60BIP";"Running Distance P60BIP";"HSR Distance P60BIP";"HSR Count P60BIP";"Sprint Distance P60BIP";"Sprint Count P60BIP";"HI Distance BIP P60BIP";"HI Count BIP P60BIP";"Medium Acceleration Count P60BIP";"High Acceleration Count P60BIP";"Medium Deceleration Count P60BIP";"High Deceleration Count P60BIP";"Explosive Acceleration to HSR Count P60BIP";"Explosive Acceleration to Sprint Count P60BIP";"Change of Direction Count P60BIP";"Distance TIP";"M/min TIP";"Running Distance TIP";"HSR Distance TIP";"HSR Count TIP";"Sprint Distance TIP";"Sprint Count TIP";"HI Distance TIP";"HI Count TIP";"Medium Acceleration Count TIP";"High Acceleration Count TIP";"Medium Deceleration Count TIP";"High Deceleration Count TIP";"Explosive Acceleration to HSR Count TIP";"Explosive Acceleration to Sprint Count TIP";"Change of Direction Count TIP";"Distance OTIP";"M/min OTIP";"Running Distance OTIP";"HSR Distance OTIP";"HSR Count OTIP";"Sprint Distance OTIP";"Sprint Count OTIP";"HI Distance OTIP";"HI Count OTIP";"Medium Acceleration Count OTIP";"High Acceleration Count OTIP";"Medium Deceleration Count OTIP";"High Deceleration Count OTIP";"Explosive Acceleration to HSR Count OTIP";"Explosive Acceleration to Sprint Count OTIP";"Change of Direction Count OTIP";"Distance TIP P30TIP";"M/min TIP P30TIP";"Running Distance TIP P30TIP";"HSR Distance TIP P30TIP";"HSR Count TIP P30TIP";"Sprint Distance TIP P30TIP";"Sprint Count TIP P30TIP";"HI Distance TIP P30TIP";"HI Count TIP P30TIP";"Medium Acceleration Count TIP P30TIP";"High Acceleration Count TIP P30TIP";"Medium Deceleration Count TIP P30TIP";"High Deceleration Count TIP P30TIP";"Explosive Acceleration to HSR Count TIP P30TIP";"Explosive Acceleration to Sprint Count TIP P30TIP";"Change of Direction Count TIP P30TIP";"Distance OTIP P30OTIP";"M/min OTIP P30OTIP";"Running Distance OTIP P30OTIP";"HSR Distance OTIP P30OTIP";"HSR Count OTIP P30OTIP";"Sprint Distance OTIP P30OTIP";"Sprint Count OTIP P30OTIP";"HI Distance OTIP P30OTIP";"HI Count OTIP P30OTIP";"Medium Acceleration Count OTIP P30OTIP";"High Acceleration Count OTIP P30OTIP";"Medium Deceleration Count OTIP P30OTIP";"High Deceleration Count OTIP P30OTIP";"Explosive Acceleration to HSR Count OTIP P30OTIP";"Explosive Acceleration to Sprint Count OTIP P30OTIP";"Change of Direction Count OTIP P30OTIP"
"Adam Buksa";"A. Buksa";"173";"1996-07-12";"FC Midtjylland";"425";"DEN - Superliga";"89";"2025/2026";"129";"Center Forward";"80.04";"38.18";"21.89";"16.29";"3";"0";"8491.33";"106.08";"1154.0";"449.33";"38.33";"80.67";"6.67";"530.0";"45.0";"26.7";"26.7";"28.97";"28.97";"81.67";"5.67";"68.33";"7.67";"5.0";"0.79";"null";"1.33";"null";"null";"29.0";"2.49";"null";"9547.45";"106.08";"1297.53";"505.22";"43.1";"90.7";"7.5";"595.92";"50.6";"91.82";"6.37";"76.83";"8.62";"5.62";"1.5";"32.61";"8747.8";"145.8";"1570.32";"654.74";"56.05";"125.71";"7.86";"780.45";"63.9";"89.04";"5.24";"66.52";"8.38";"4.19";"1.05";"41.9";"3088.67";"141.11";"549.0";"260.67";"22.67";"58.33";"3.33";"319.0";"26.0";"36.33";"2.0";"24.67";"3.33";"1.33";"0.33";"14.33";"2478.33";"152.1";"450.33";"156.0";"13.0";"21.67";"1.67";"177.67";"14.67";"20.33";"1.33";"17.67";"2.0";"1.33";"0.33";"12.33";"4233.2";"141.11";"752.44";"357.26";"31.07";"79.95";"4.57";"437.21";"35.63";"49.8";"2.74";"33.81";"4.57";"1.83";"0.46";"19.64";"4562.9";"152.1";"829.12";"287.21";"23.93";"39.89";"3.07";"327.11";"27.0";"37.44";"2.45";"32.53";"3.68";"2.45";"0.61";"22.71"
"Alejandro Martínez Sánchez";"Álex Martínez";"501";"1990-08-12";"Marbella FC";"3959";"ESP - Primera Division RFEF";"133";"2025/2026";"129";"Full Back";"91.71";"46.5";"22.86";"23.64";"24";"0";"9412.58";"102.64";"1201.71";"514.71";"48.42";"176.88";"9.5";"691.58";"57.92";"28.88";"31.3";"30.17";"33.1";"104.12";"7.12";"85.25";"16.79";"4.88";"0.61";"0.63";"1.25";"1.33";"1.35";"26.54";"2.16";"2.8";"9237.46";"102.64";"1179.35";"505.13";"47.52";"173.58";"9.32";"678.72";"56.84";"102.19";"6.99";"83.66";"16.48";"4.78";"1.23";"26.05";"8157.47";"135.96";"1347.1";"602.47";"55.11";"204.78";"10.48";"807.26";"65.59";"97.85";"6.02";"69.3";"12.69";"3.71";"0.91";"32.26";"2977.08";"130.25";"468.67";"207.46";"18.83";"70.88";"3.58";"278.33";"22.42";"32.5";"2.04";"23.92";"3.96";"1.08";"0.12";"9.21";"3344.96";"141.48";"575.33";"259.46";"23.88";"87.83";"4.54";"347.29";"28.42";"43.33";"2.62";"29.79";"5.88";"1.79";"0.58";"15.79";"3907.46";"130.25";"615.13";"272.29";"24.72";"93.02";"4.7";"365.32";"29.42";"42.66";"2.68";"31.39";"5.2";"1.42";"0.16";"12.09";"4244.32";"141.48";"730.02";"329.22";"30.29";"111.45";"5.76";"440.67";"36.06";"54.98";"3.33";"37.8";"7.45";"2.27";"0.74";"20.04"
"Alex Schalk";"A. Schalk";"511";"1992-08-07";"Real Murcia CF";"2876";"ESP - Primera Division RFEF";"133";"2025/2026";"129";"Midfield";"37.95";"15.64";"7.59";"8.06";"3";"0";"3990.0";"105.14";"613.67";"279.33";"24.67";"43.67";"4.33";"323.0";"29.0";"29.8";"29.8";"30.43";"30.43";"40.33";"2.67";"28.67";"8.67";"1.33";"null";"null";"0.0";"null";"null";"11.67";"2.28";"null";"9462.45";"105.14";"1455.34";"662.45";"58.5";"103.56";"10.28";"766.01";"68.77";"95.65";"6.32";"67.98";"20.55";"3.16";"0.0";"27.67";"9462.78";"157.71";"1985.37";"966.48";"84.38";"164.91";"15.34";"1131.39";"99.72";"103.55";"7.67";"70.31";"15.34";"2.56";"0.0";"40.91";"1129.33";"148.81";"218.67";"117.67";"12.0";"23.0";"2.0";"140.67";"14.0";"11.0";"1.33";"7.0";"2.33";"0.67";"0.0";"5.0";"1338.0";"166.1";"299.0";"134.33";"10.0";"20.0";"2.0";"154.33";"12.0";"16.0";"0.67";"11.33";"1.67";"0.0";"0.0";"5.67";"4464.42";"148.81";"864.42";"465.15";"47.44";"90.92";"7.91";"556.08";"55.34";"43.48";"5.27";"27.67";"9.22";"2.64";"0.0";"19.77";"4982.9";"166.1";"1113.52";"500.28";"37.24";"74.48";"7.45";"574.76";"44.69";"59.59";"2.48";"42.21";"6.21";"0.0";"0.0";"21.1"
"Alexandre  Serge Coeff";"A. Coeff";"554";"1992-02-20";"Valenciennes FC";"83";"FRA - National";"30";"2025/2026";"129";"Central Defender";"95.7";"54.24";"28.42";"25.82";"19";"0";"10192.16";"106.5";"1276.42";"391.74";"39.11";"122.47";"7.11";"514.21";"46.21";"28.79";"30.02";"30.69";"32.17";"114.0";"4.63";"86.47";"12.05";"3.58";"0.66";"0.72";"1.37";"1.24";"1.36";"20.84";"2.21";"2.81";"9585.01";"106.5";"1200.38";"368.4";"36.78";"115.18";"6.68";"483.58";"43.46";"107.21";"4.36";"81.32";"11.33";"3.37";"1.29";"19.6";"8197.06";"136.62";"1223.42";"391.2";"38.08";"124.25";"6.29";"515.44";"44.37";"87.57";"3.55";"62.18";"6.46";"2.15";"0.76";"20.38";"3820.16";"134.43";"537.37";"100.37";"10.42";"26.11";"1.26";"126.47";"11.68";"34.21";"1.32";"26.68";"2.47";"0.47";"0.16";"5.37";"3589.79";"139.02";"568.58";"253.26";"24.0";"86.21";"4.42";"339.47";"28.42";"44.95";"1.89";"29.53";"3.37";"1.47";"0.53";"13.05";"4033.01";"134.43";"567.31";"105.96";"11.0";"27.56";"1.33";"133.52";"12.34";"36.12";"1.39";"28.17";"2.61";"0.5";"0.17";"5.67";"4170.63";"139.02";"660.58";"294.24";"27.88";"100.16";"5.14";"394.4";"33.02";"52.22";"2.2";"34.3";"3.91";"1.71";"0.61";"15.16"
"Alexis Alégué Elandi";"A. Alégué";"574";"1996-12-23";"FK Jablonec";"407";"CZE - First League";"94";"2025/2026";"129";"Center Forward";"71.65";"36.88";"19.73";"17.15";"9";"0";"7576.0";"105.73";"885.33";"416.56";"46.89";"236.67";"11.33";"653.22";"58.22";"31.31";"32.42";"32.66";"33.77";"79.33";"7.0";"64.67";"13.67";"5.44";"0.7";"0.72";"2.33";"1.27";"1.27";"34.56";"1.92";"2.7";"9516.01";"105.73";"1112.04";"523.22";"58.9";"297.27";"14.24";"820.5";"73.13";"99.65";"8.79";"81.23";"17.17";"6.84";"2.93";"43.4";"8427.72";"140.46";"1292.62";"623.89";"68.34";"352.17";"16.63";"976.07";"84.97";"92.2";"7.59";"67.43";"13.2";"5.79";"2.35";"50.8";"2826.78";"143.28";"453.78";"228.0";"25.56";"142.22";"6.89";"370.22";"32.44";"34.22";"2.67";"22.44";"4.22";"2.22";"1.11";"19.67";"2352.89";"137.22";"340.67";"155.44";"16.44";"74.22";"3.33";"229.67";"19.78";"22.44";"2.0";"19.0";"3.89";"1.33";"0.33";"11.56";"4298.27";"143.28";"689.99";"346.69";"38.86";"216.26";"10.47";"562.94";"49.33";"52.04";"4.05";"34.13";"6.42";"3.38";"1.69";"29.9";"4116.73";"137.22";"596.05";"271.97";"28.77";"129.86";"5.83";"401.84";"34.6";"39.27";"3.5";"33.24";"6.8";"2.33";"0.58";"20.22"
"Alexis Alégué Elandi";"A. Alégué";"574";"1996-12-23";"FK Jablonec";"407";"CZE - First League";"94";"2025/2026";"129";"Wide Attacker";"74.82";"37.71";"17.65";"20.06";"13";"0";"8096.23";"108.2";"991.31";"477.54";"54.38";"263.46";"13.85";"741.0";"68.23";"31.23";"32.2";"32.19";"33.7";"83.69";"8.54";"67.46";"16.69";"6.69";"0.57";"0.58";"2.08";"1.03";"1.31";"36.15";"1.82";"2.67";"9738.45";"108.2";"1192.38";"574.4";"65.42";"316.9";"16.65";"891.3";"82.07";"100.67";"10.27";"81.15";"20.08";"8.05";"2.5";"43.49";"8579.13";"142.99";"1389.04";"702.11";"76.37";"392.73";"18.97";"1094.83";"95.34";"92.89";"8.69";"65.11";"16.15";"6.85";"2.2";"51.65";"2538.77";"143.83";"443.15";"234.69";"25.38";"139.0";"6.85";"373.69";"32.23";"29.85";"3.0";"18.38";"4.85";"2.23";"1.0";"16.08";"2853.62";"142.24";"429.92";"206.62";"22.62";"107.85";"5.08";"314.46";"27.69";"28.54";"2.46";"22.54";"5.31";"2.08";"0.38";"16.38";"4314.88";"143.83";"753.18";"398.88";"43.14";"236.24";"11.64";"635.12";"54.78";"50.73";"5.1";"31.25";"8.24";"3.79";"1.7";"27.32";"4267.29";"142.24";"642.91";"308.97";"33.82";"161.27";"7.59";"470.25";"41.41";"42.68";"3.68";"33.7";"7.94";"3.11";"0.58";"24.5"
"Álvaro Giménez Candela";"Álvaro Giménez";"641";"1991-05-19";"Racing Club de Ferrol";"2521";"ESP - Primera Division RFEF";"133";"2025/2026";"129";"Center Forward";"82.18";"40.61";"20.82";"19.79";"27";"0";"8378.52";"101.95";"1036.3";"441.04";"41.81";"133.3";"7.07";"574.33";"48.89";"28.07";"29.48";"29.66";"30.93";"89.85";"7.07";"73.7";"15.63";"4.41";"0.56";"0.56";"1.15";"1.16";"1.45";"27.93";"1.9";"2.78";"9175.49";"101.95";"1134.87";"482.99";"45.79";"145.98";"7.75";"628.96";"53.54";"98.4";"7.75";"80.71";"17.12";"4.83";"1.26";"30.58";"8114.12";"135.24";"1332.74";"591.32";"54.17";"173.47";"8.65";"764.78";"62.82";"91.99";"6.29";"67.96";"13.63";"3.28";"0.88";"37.43";"2793.96";"134.17";"466.74";"225.89";"19.96";"72.41";"3.48";"298.3";"23.44";"34.19";"2.37";"22.41";"4.44";"1.37";"0.33";"14.0";"2697.93";"136.36";"435.3";"174.33";"16.7";"45.0";"2.37";"219.33";"19.07";"28.07";"1.89";"23.59";"4.78";"0.85";"0.26";"11.33";"4024.98";"134.17";"672.39";"325.41";"28.76";"104.31";"5.02";"429.72";"33.77";"49.25";"3.41";"32.28";"6.4";"1.97";"0.48";"20.17";"4090.83";"136.36";"660.03";"264.34";"25.33";"68.23";"3.59";"332.57";"28.92";"42.57";"2.86";"35.77";"7.24";"1.29";"0.39";"17.18"
"Álvaro González Soberón";"Álvaro Soberón";"642";"1990-01-08";"CD Tenerife";"279";"ESP - Primera Division RFEF";"133";"2025/2026";"129";"Central Defender";"93.71";"43.26";"22.5";"20.77";"7";"0";"8781.0";"93.71";"1040.0";"309.43";"30.0";"92.43";"5.14";"401.86";"35.14";"27.94";"28.54";"29.3";"30.67";"95.43";"4.57";"76.0";"12.14";"3.86";"0.78";"0.84";"0.57";"null";"null";"16.29";"2.13";"null";"8433.62";"93.71";"998.86";"297.19";"28.81";"88.77";"4.94";"385.96";"33.75";"91.65";"4.39";"72.99";"11.66";"3.7";"0.55";"15.64";"7787.45";"129.79";"1196.1";"366.14";"35.07";"107.39";"4.95";"473.53";"40.02";"89.75";"4.56";"62.01";"7.93";"2.97";"0.4";"20.01";"2746.29";"122.08";"390.71";"70.14";"7.43";"29.57";"0.57";"99.71";"8.0";"26.29";"1.43";"20.0";"2.43";"0.57";"0.0";"3.43";"2868.71";"138.14";"471.71";"193.86";"17.86";"47.86";"3.0";"241.71";"20.86";"38.43";"1.86";"24.71";"3.29";"1.57";"0.29";"11.0";"3662.49";"122.08";"521.06";"93.54";"9.91";"39.44";"0.76";"132.98";"10.67";"35.06";"1.91";"26.67";"3.24";"0.76";"0.0";"4.57";"4144.21";"138.14";"681.45";"280.05";"25.8";"69.14";"4.33";"349.19";"30.13";"55.51";"2.68";"35.7";"4.75";"2.27";"0.41";"15.89"
"Álvaro García Vázquez";"Álvaro Vázquez";"653";"1991-04-27";"Arenas Club de Getxo";"3366";"ESP - Primera Division RFEF";"133";"2025/2026";"129";"Center Forward";"70.17";"39.75";"18.54";"21.2";"4";"0";"7803.75";"111.22";"1101.25";"450.75";"41.0";"103.5";"5.5";"554.25";"46.5";"27.95";"27.95";"29.9";"30.4";"81.5";"6.5";"70.5";"12.5";"5.75";"0.72";"null";"0.0";"null";"null";"29.25";"2.18";"3.01";"10009.56";"111.22";"1412.53";"578.16";"52.59";"132.76";"7.05";"710.91";"59.64";"104.54";"8.34";"90.43";"16.03";"7.38";"0.0";"37.52";"8427.68";"140.46";"1504.69";"635.54";"57.36";"143.79";"6.79";"779.33";"64.16";"86.42";"6.04";"65.67";"12.45";"3.02";"0.0";"41.14";"2623.75";"141.51";"486.0";"255.25";"22.25";"64.5";"3.25";"319.75";"25.5";"32.0";"2.0";"18.75";"4.0";"0.75";"0.0";"13.0";"2959.0";"139.55";"510.75";"165.75";"15.75";"30.75";"1.25";"196.5";"17.0";"25.25";"2.0";"24.75";"4.25";"1.25";"0.0";"14.25";"4245.17";"141.51";"786.34";"412.99";"36.0";"104.36";"5.26";"517.35";"41.26";"51.78";"3.24";"30.34";"6.47";"1.21";"0.0";"21.03";"4186.44";"139.55";"722.62";"234.51";"22.28";"43.51";"1.77";"278.01";"24.05";"35.72";"2.83";"35.02";"6.01";"1.77";"0.0";"20.16"
"Antonio Manuel Luna Rodríguez";"Antonio Luna";"985";"1991-03-17";"Antequera CF";"3265";"ESP - Primera Division RFEF";"133";"2025/2026";"129";"Full Back";"75.36";"37.59";"17.98";"19.61";"6";"0";"8017.5";"106.38";"1064.33";"503.17";"47.0";"221.33";"11.83";"724.5";"58.83";"29.13";"29.76";"30.6";"31.97";"75.83";"4.67";"60.17";"13.0";"3.0";"0.84";"0.96";"0.67";"null";"null";"27.0";"1.94";"3.02";"9574.55";"106.38";"1271.03";"600.88";"56.13";"264.32";"14.13";"865.2";"70.26";"90.56";"5.57";"71.85";"15.52";"3.58";"0.8";"32.24";"8633.3";"143.89";"1477.46";"714.52";"68.63";"344.76";"17.03";"1059.28";"85.66";"89.38";"5.59";"59.59";"11.97";"3.99";"1.06";"38.57";"2497.33";"138.89";"409.5";"194.33";"18.83";"102.67";"4.83";"297.0";"23.67";"23.5";"1.67";"15.83";"3.0";"1.5";"0.67";"8.5";"2911.67";"148.47";"516.17";"253.33";"24.17";"113.33";"5.83";"366.67";"30.0";"32.5";"1.83";"21.5";"4.5";"1.0";"0.0";"15.67";"4166.72";"138.89";"683.24";"324.24";"31.42";"171.3";"8.06";"495.54";"39.49";"39.21";"2.78";"26.42";"5.01";"2.5";"1.11";"14.18";"4454.11";"148.47";"789.6";"387.54";"36.97";"173.37";"8.92";"560.91";"45.89";"49.72";"2.8";"32.89";"6.88";"1.53";"0.0";"23.97"
